Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
SFS US Equity,SMART & FINAL STORES INC,,,,,,,,,-0.06,0.1,0.07,-2.03,-0.1,0.09,0.14,-1.66,31.0032,32.8472,30.1302,34.4856,35.336,41.4844,35.84,61.8747,62.6135,51.0115,55.7956,14.214,10.019,7.8175,7.4916,86.7119,5.4905,5.4809,5.1454,4.7857,4.5248,4.1424,4.2161,3.0829,3.1012,3.0819,2.4627,-9.5288,-10.1071,-10.1571,-9.4911,-7.7072,8.1948,7.9573,6.8889,7.0608,5.8491,5.1467,4.1597, , , , , ,-29.9271,-29.3928,-27.8836,-31.5396,-15319000,3065000,6535000,-44256000,40,403010,4030,36.0435,45.698,54.2467,37.751,277146816,457823648,881656192,866279936
SND US Equity,SMART SAND INC,,,,,,,,,0.02,0.07,0.17,0.27,0.02,0.25,0.3,-0.11, , , , , , , , , ,17.3087,9.7587,11.5986,6.0525,4.5392,3.2494,2.1717, , , , , , , , , ,11.808,13.7249,12.5813,11.7045,14.0066,15.8994,9.0363, , , , , , , , , , , , ,11.9829,15.506,17.273,9.3585,-670212992,-2357338112,-579145984, ,25,253010,2530,53.5533,49.9575,44.5158,47.9352,6511729664,7680787968,6312671744,4142484480
SPLY US Equity,SOCIALPLAY USA INC,,,,,,,,, ,-0.0143,-0.0049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22828000,5921000,27669000,10823000,30,302030,3020,133.6596,88.0507,81.1093,75.6545, ,225424768,405920672,522913440
SEDG US Equity,SOLAREDGE TECHNOLOGIES INC,,,,,,,,,0.34,0.54,0.66,0.45,0.81,0.76,1,0.28, , , , , ,18.1165,11.378,7.9614,11.0833,13.1598,17.026,17.1022,20.1035,17.1066,12.9938,13.6408, , , ,30.8822, ,49.8295,32.5076,28.2215,23.7796,21.7803,22.9487,22.1026,26.278,28.3045,30.1662,26.774, , , , , , ,32.5505, , , , , ,28.2784,28.7106,29.8099,26.8437,-20477000,-4083000,-12503000,3315000,45,451020,4510,25.9599,20.1716,19.9955,57.3996, ,2517120512,2217687296,8937164800
SLNO US Equity,SOLENO THERAPEUTICS INC,,,,,,,,,-2.85,-0.35,-1.95,-0.41,-0.19,-0.38,-0.13,0.01, , , , , , , , , , , , , , , , ,-265.3111, , , ,-180.9359, ,-558.9731,-323.4828,-47.2037,-64.1097,-63.4287,-74.4409,-49.1984,-66.1668,-79.979,-51.4436, , , , , , , , , , , , ,-61.1327,-93.6908,-100.874,-48.4536,-3981000,-25450000,-6655000, ,30,303020,3030,100.3144,98.0975,137.2416, ,382800000,152139840,154497792, 
SBES US Equity,SOUTH BEACH SPIRITS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-110932000,-171163008,-256636000,-294641984,35,352010,3520,5.0895,12.3287,21.8642,15.3775,4361826816,2899600640,2048468736,2211418368
SPKE US Equity,SPARK ENERGY INC-CLASS A,,,,,,,,,0.16,0.01,0.04,0.9459,-1.09,0.41,0.27,-0.2896, ,15.0406,11.3618,13.0585,8.3744,13.8776,15.7925,10.3778,6.9132,9.2182,7.7075,5.8513,3.7078,6.7368,13.681, ,-0.4153,8.1195,14.7831,38.2901,62.0588,104.0378,39.6724,52.3655,71.3432,60.3486,41.2189,27.2167,6.5512,14.0208,14.6844,-2.5826,-35.321, ,-64.6768,33.185,35.8241,42.2627,35.2579, , , , , ,-1.4565,16.8456,24.025,-18.5931,-22999,-11141,-50100,-230449, , , ,25.4893,402.5324,360.8886,409.7846, ,20100000,51161200,58424000
ONCE US Equity,SPARK THERAPEUTICS INC,,,,,,,,,-1.7,-2.4,-1.9,-1.6722,-1.25,2.15,-1.26,-1.7324, , , , , , , , , , , , , , , , , , ,-39.3556,-27.3327,-25.5015,-26.3157,-33.9273,-40.1027,-53.2154,-64.2181,-49.384,-60.5041,-65.2601,-52.0012,-33.5709,-36.4673, , ,-40.3489, ,-25.3858,-26.1566,-33.7324, , , , , ,-64.3676,-22.9193,-13.4584,-15.6062,1515242,4399259,3668729,4036488,25,251010,2510,51.8565,59.1481,58.5669,60.3462,118555392,141908672,72401120,43126040
SHZ CN Equity,SPHERE FTSE EM SUST YLD ETF,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12768427,-87477000,-68731000,-78421000,35,352010,3520,50.6472,66.5566,57.3758,34.4279,410512992,141441552,613931776,1076474624
TOY CN Equity,SPIN MASTER CORP-SUB VTG SHR,,,,,,,,,0.1,0.22,1.07,0.21,0.09,0.26,1.06,0.11, , , , ,27.1269,33.4272,27.6496,24.1301,29.0807,24.6526,25.6053,25.3059,22.7312,25.7243,23.7766,18.0521, , , ,28.8133,27.5669,24.5991,25.421,32.4377,31.4679,31.6375,27.575,31.7551,30.6799,32.1507,27.6684,25.8638, , , , , , ,34.4874, , , ,183.3433,365.1831,37.6586,36.6867,28.4647,26.649,211000000,359500000,196200000,195300000,20,201070,2010,85.4483,84.9737,80.9845,77.3974,2347379968,3937755904,4368456192,2513757952
SPWH US Equity,SPORTSMAN'S WAREHOUSE HOLDIN,,,,,,,,,0.01,0.2,0.25,0.25,-0.11,0.15,0.23,0.14,23.8743,18.7258,15.4306,16.2654,18.5107,22.4701,19.9168,21.7813,18.2089,14.6881,12.7476,11.384,6.6478,7.9112,7.5043,9.9924, , ,17.554,18.8771,17.0095,17.51,16.6589,21.587,20.5213,19.5027,17.9425,19.1298,15.0507,12.9878,12.2148,10.9517, , , , , , , , , , , , , ,115.8351,72.834,44.4692, , , , , , , , , , , , , , , 
SBPH US Equity,SPRING BANK PHARMACEUTICALS,,,,,,,,,-0.69,-0.93,-0.85,-0.11,-0.37,-0.29,-0.59,-0.3292, , , , , , , , , , , , , , , , , , , , , , , ,-133.4481,-187.0152,-65.9324,-99.4482,-90.9878,-109.3761,-68.0624,-55.3454,-60.2389, , , , , , , , , , , , ,-117.4113,-57.445,-40.8648,-50.4459,-2459000,3205000,7320000,6412000,45,451030,4510,50.7654,60.8116,67.4979,81.9314,111011328,159178320,449843552,564485120
SPR CN Equity,SPROUTLY CANADA INC,,,,,,,,,0,0,0,-0.0024,0,-0.02,-0.02,0.0062, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1378.1293,-89.5637,-869.626,-2564.6594,-209.6703, , , , , , , , , , , , ,-89.5637, , ,-225.6281,368359008,385000000,528000000,374000000,30,301010,3010,79.3101,71.6288,69.5585,64.8487, ,6071129088,6928809984,6766060032
SQ US Equity,SQUARE INC - A,,,,,,,,,-0.04,-0.04,-0.04,-0.04,-0.06,-0.01,0.05,-0.07, , , , , , , , , , , , , , , , , , , ,-44.0271, ,-59.4436,-55.0157,-31.6801,-12.6006,-9.9309,-7.3107,-6.6271,-5.9653,-3.3711,-3.0039,-2.7486, , , , , , , , , , , , ,-9.974,-6.9065,-2.7937,-4.0332, , , , , , , , , , , , , , , 
SQR CN Equity,SQUIRE MINING LTD,,,,,,,,,0,0,0,-0.0034,-0.02,-0.01,-0.05,-0.05, , , , , , , , , , , , , , , , , , , ,-17.5669,-5.2486,-1.1939,0.1189,-14.3767,-18.391,-13.1544,-34.3871,-42.5553,-155.1271,-265.2665,-171.5684,-47.0571, , , ,-17.6027,-2.7586,-7.8141,-5.4443, , , , , ,-171.4754,-284.6008,-225.7715,-74.2608,100996,-345135,162439, , , , ,21.6508,47.9197,50.8669, ,3503500,2636059.25,5759435, 
SSYR US Equity,STALLION SYNERGIES INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34533000,52602000,20239000,36313000,10,101020,1010,84.8477,84.6983,71.7985,75.8214,163592672,391648736,291359232,273164992
STAL US Equity,STAR ALLIANCE INTERNATIONAL,,,,,,,,,0,-0.004,-0.01,-0.0006,0,0,0,-0.0013, , , , , , , , , , , , , , , , , , , ,-272.0037,-1604.0315,-755.562,-390.9203,-344.7644,-349.4883, , , , , , , , , , ,-439.0616, , , , , , , , , , , , ,284800000,245000000,-198000000,227000000,15,151010,1510,36.8954,118.0822,106.1097,119.3096, ,4815450112,4760350208,4043879936
SWGI US Equity,STAR WEALTH GROUP INC,,,,,,,,,0,0,0,0,0,0,0,-0.0003, , , , , , , , , , , , , , , , , , , ,-846.9963,-451.5821,-205.9644, ,-988.2353,-10667.8867,-6915.5952, ,-1326.7245, , , ,-744.7493, , , , , , , , , , , , , , , , ,-7265000,3522000,11037000,13962000,45,451030,4510,49.3854,54.4985,53.3289,56.0071,490100096,718823232,1366496128,1564616960
SLSC US Equity,STARLIGHT SUPPLY CHAIN MANAG,,,,,,,,,0,0,-0.0003, , , , , , , , , , , , , , , , , , , , , , , , ,-230.5807,-532.1642,-574.148, , , , , , , , , , , , , ,-230.5807,-532.1642, , , ,-51606.9922, , , , , , , ,-13293000,-13903000,-10303000,-17909000,35,352010,3520,10.7829,10.3101,14.902,12.5004,118193888,130476080,212143200,34804696
RAY/A CN Equity,STINGRAY GROUP INC,,,,,,,,,0.04,0.03,0.05,0.09,0.01,-0.07,0.01,0.08, , , , , , , ,28.2445,20.4499,37.9045,45.0667,26.4431,25.0253,33.3608,37.9398,28.8371, , , , , , , ,7.3616,11.0067,9.4564,8.7076,9.4268,7.1511,4.6056,4.0393,2.924, , , , , , , , , , , , ,9.6675,4.6469,2.0273,2.0449,-2928440,-1606507,-1677000,-4157000,45,451030,4510,1076.7528,3428.3333,6392.3911,662.9176,3192950,7572925.5,11673614,57323572
STOR US Equity,STORE CAPITAL CORP,,,,,,,,,0.19,0.3536,0.15,0.21,0.26,0.31,0.23,0.26, ,34.6616,32.7569,34.5794,37.3079,40.692,39.6893,32.7768,31.0808,28.6526,33.2865,34.7515,32.3568,35.0499,32.7378,32.643, ,4.6714,4.8526,4.9197,5.0447,4.8747,5.0259,4.963,4.8016,4.697,4.6555,4.5775,4.5345,4.4576,4.7798,4.7342, ,4.5283,5.4328,4.5753,5.0413,4.9428,5.5238, ,-85.6862,-108.3152,-91.6403,-101.6918,6.0206,5.5306,6.0011,6.1688,13656000,9610000,-13909000,45375000,40,401010,4010,87.2984,83.0254,83.4013,83.4618,173649168,405867200,665181504,518548256
SBBP US Equity,STRONGBRIDGE BIOPHARMA PLC,,,,,,,,,-0.83,-0.86,-0.98,-0.47,-0.66,-0.06,-0.44,1.73, , , , , , , , , , , , , , , , , , , , , , , , ,-82.0318,-130.7286,-227.9151,-161.9198, ,-145.9885, , , , , , , , , , , , , , , ,-914.2781, , ,-2633970, , , , , , ,221.5365, , , ,17675154, , , 
SEGN US Equity,SUCCESS ENTERTAINMENT GROUP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-44000000,-35187000,-72216000,-125879000,35,351010,3510,113.3386,189.5189,98.5359,43.2793,210127280,136409104,626475776,584735360
SUM US Equity,SUMMIT MATERIALS INC -CL A,,,,,,,,,-0.4931,0.4635,0.7298,0.39,-0.49,0.32,0.64,-0.17, , , ,8.325,9.6728,17.1739,16.959,38.5133,48.309,36.0304, , , , ,27.5007,451.2271, , , , , , , ,5.795,5.3095,6.3534,18.402,18.049,16.5331,14.797,3.6452,2.7455, , , , ,3.1713,5.3653,8.773, , , , , ,10.4739,8.7779,7.5462,2.622,-8731494,-11071263,-14757767,-18755000,35,352010,3520,43.4877,44.6682,39.1321,1.509,33021556,24780408,145417440,548826624
SNTW US Equity,SUMMIT NETWORKS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19925000,68627000,139219008,244492992,10,101020,1010,6.5292,18.2911,9.7853,25.212,1112974976,1404805632,2656868096,1345069056
SNBP US Equity,SUN BIOPHARMA INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,244008992,227740000,271641984,688128000,40,402030,4020,83.553,85.5267,84.2681,79.7493,3142370816,2223505152,3427394816,4884557312
RUN US Equity,SUNRUN INC,,,,,,,,,0.09,0.17,0.26,0.65,0.26,0.07,-0.03,-0.05, , , , , , ,11.5764,6.1034,6.506,10.3188,7.0253,5.1304,6.8168,10.9583,13.6703,47.3478, , , ,-19.904,-21.2651,-19.7585,-16.5554,-15.3001,-14.2192,-13.3603,-12.4277,-9.6958,-10.0207,-9.0666,-6.9193,-5.7182, , , ,-18.545,-7.7295,3.2988,9.2528, , , , , ,17.6463,15.8012,11.8321,2.9129,-2768900,-4834800,-7501200,-9059900,35,352010,3520,7716.9077,400.788,83.4115,38.6734,15414450,21765450,17324778,21279174
SSOK US Equity,SUNSTOCK INC,,,,,,,,,-0.52,-0.18,-0.24,-0.1497,-0.01,-0.05,-0.22, , , , , , , , , , , , , , , , , ,-202.8156,-239.5164,-234.1105,-134.6759,-37.0934,-163.8286,-460.1117,-2193.0366,-3541.6299,-758.2582,-2857.8457, , ,-1190.9546, , , ,-236.4986,-245.8689, ,-38.0535,-153.721,-443.4437, , , , , , , , , ,-52292000,-36330000,-41082000,-43762000,35,352010,3520,7.5841,8.7152,17.1237,17.0316,351049920,139824112,252094736,7893474
SDPI US Equity,SUPERIOR DRILLING PRODUCTS I,,,,,,,,,-0.02,0.01,0.02,-0.03,0,0.04,0.01,-0.05, , , , , , , , , , , , , ,64.6667,159.5, ,-6.3349,-5.4884,-8.9369,-30.9673,-34.744,-40.7664,-37.1964,-26.1364,-21.5678,-10.9353,-4.6932,0.4683,2.198,4.5395,3.0086,1.0381,-17.3974,-14.1779,-19.3904,-62.5229,-72.3678,-86.7025,-75.7597, , , , , ,1.244,5.8534,3.3151,-0.4015, , , , ,25,255020,2550, , , , , , , , 
SGRY US Equity,SURGERY PARTNERS INC,,,,,,,,,-0.06,-0.09,-0.6594,-0.6659,-0.53,-0.57,-0.61,-3.25, , , , , ,22.2418,20.7373,33.49,42.3006,82.324,306.4941, , , , , , , , , , , ,15.5998,11.5302,10.6803,9.2623,6.008,4.0802,3.6144,3.1321,2.5671,0.4225, , , , , , , , ,-1.1397,-2.7625,-0.7673,-13.0206,-29.3404,-38.6133,-18.0206,-44.9572,-12304000,-18343000,-35758000,-45232000,35,351010,3510,64.5629,102.7837,107.2064,89.5119,50634348,54905184,96932680,48682144
SWEE US Equity,SWEEGEN INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-121.5073,-167.5787,-223.8101,-504.7256, , , , ,-735950016,-574110016,-311176992,-378136992,20,201040,2010,51.5998,62.5411,60.0837,79.2982,1018866560,281124736,466150944,457634336
SYF US Equity,SYNCHRONY FINANCIAL,,,,,,,,,0.61,0.62,0.7,0.49,0.84,0.93,0.91,1.09,11.367,12.4264,11.8561,11.4755,10.6543,9.6489,10.5263,13.3838,13.0916,11.2528,11.8511,14.77,11.831,10.6168,9.2663,6.256,15.9367,14.2958,13.0329,12.9253,14.3078,14.9478,15.3335,16.1123,17.1351,17.8541,18.3356,18.4443,18.491,18.4747,18.7487,19.5742,24.6282,24.1723,19.8923,19.1838,18.5149,17.3329,17.0014, , , , , ,14.4573,15.811,16.8463,19.2999, , , , , , , , , , , , , , , 
SNDX US Equity,SYNDAX PHARMACEUTICALS INC,,,,,,,,,-0.71,-0.7,-0.68,-0.8,-0.79,-0.74,-0.68,-0.7021, , , , , , , , , , , , , , , , , , , , , , , ,-58.3585,-51.2848,-49.2134,-55.8636,-65.3204,-85.3856,-81.4569,-93.9191,-95.9214, , , , , , , , , , , , ,-84.2653,-80.114,-92.2156,-93.9987,40269000,-47511000,-65335000,-20192000,35,352010,3520,26.3156,28.2983,27.3346,73.7636,545988416,326117408,524095936,304230016
SYNH US Equity,SYNEOS HEALTH INC,,,,,,,,,0.39,0.06,-1.7,-0.14,-0.24,0.13,-0.1,0.44,33.6287,43.0141,30.8136,30.0585,26.6178,24.189,30.638,24.9573,21.6562,30.0916,57.8731,31.7308,34.3615,44.5491,29.0823,29.4457, ,8.2414,10.7118,17.5245,16.9428,17.5228,15.946,16.8838,17.1719,13.8964,-1.4696,-2.3889,-2.9252,-2.9294,-3.8767,-2.9844, ,2.758,10.8731,38.3985,33.0391,40.8706,36.499, , , , , ,-11.3614,-10.9591,-1.2436,0.8262,-37050000,-48296000,-44617000, ,35,352010,3520,8.7084,42.0681,170.2332, ,223453120,158484368,197203120, 
SYBX US Equity,SYNLOGIC INC,,,,,,,,,-31.43,-4.7,-1.66,-0.74,-0.55,-0.59,-0.43,-0.47, , , , , , , , , , , , , , , , , , , , , ,-48.6161,-51.9774,-49.5156,-37.4785,-48.1943,-43.3458,-81.4883,-48.4891,-52.6987,-43.1247,-48.1162, , , , , , , , , , , , ,-47.8804,-51.6175,-41.805,-46.3191,-14384000,-37439000,-102558000,-32800000,35,352020,3520,2.4537,13.3935,18.7827,72.5546,343745184,614581696,976800704,1239011200
SYRS US Equity,SYROS PHARMACEUTICALS INC,,,,,,,,,-0.49,-0.52,-0.53,-0.58,-0.48,-0.43,-0.47,-0.54, , , , , , , , , , , , , , , , , , , , , , , ,-83.1275,-72.603,-69.3627,-58.9439,-74.4862,-65.9137,-58.6067,-70.0975,-88.7154, , , , , , , , , , , , ,-65.2309,-57.6967,-68.6725,-86.5527,72937000,-65272000,-113245000,-137094000,25,255020,2550,65.0804,89.5778,103.9829,117.4906,4014880256,3008372736,7080505344,8174542336
TTOO US Equity,T2 BIOSYSTEMS INC,,,,,,,,,-0.48,-0.5,-0.45,-0.5066,-0.36,-0.32,-0.25,-0.3425, , , , , , , , , , , , , , , , ,-79.9423,-109.5898,-70.3233,-58.0166,-71.696,-88.0252,-78.7568,-66.136,-79.8393,-96.9916,-76.4294,-92.3285,-111.0152,-80.8956,-76.6312,-95.7878, , ,-99.329,-90.6344,-122.4325,-180.3812,-140.5716, , , , , , ,-259.5739,-258.7648,-803.8501, , , , , , , , , , , , , , , 
TRHC US Equity,TABULA RASA HEALTHCARE INC,,,,,,,,,-0.16,-0.09,0.37,0.62,-0.96,-1.53,0.54,-0.54, , , , , , , , , , ,864.3931,60.9381,72.0377,98.7611, , , , , , , , , ,2.4076,-5.8107,-10.1014,-0.3768,12.4475,-2.4856,-40.7764,-21.5312,-26.5108, , , , , , , , , , , , ,-3.0964,-44.2076,-29.7309,-35.9601,171112992,222991008,518696992, ,50,502030,5020,25.1624,26.9625,53.3615,46.6166,4137451520,8853885952,23041163264,13038876672
TCMD US Equity,TACTILE SYSTEMS TECHNOLOGY I,,,,,,,,,-0.09,0.22,0.08,0.13,0,0.14,0.1,0.13, , , , , , , , ,195.226,100.2297,89.6725,122.2352,97.2227,202.1718,256.3067,119.4977, , , ,5.1744, , , ,6.1282,5.8914,11.7916,9.387,8.1893,10.7322,8.0344,8.0441,7.5385, , , , , , , , , , , , ,11.0464,8.4077,8.5561,8.1737,221356992,-11912000,468499008,396288992,15,151010,1510,34.3459,40.7828,34.088,36.1148,600184832,585843136,804256512,778129088
TLND US Equity,TALEND SA  - ADR,,,,,,,,,-1.8933,-0.27,-0.18,-0.37,-0.34,-0.29,-0.31,-0.41, , , , , , , , , , , , , , , , , , , , , , , , , , ,-174.7504,-314.6757,-137.5044,-173.4764,-208.0934,-316.825, , , , , , , , , , , , ,-148.6475,-183.4288,-217.8066, ,-35633,-77920,-4870575,-4447501, , , ,2127.2727,266.6089,170.4766,157.91, , , , 
TGE US Equity,TALLGRASS ENERGY LP,,,,,,,,,0.21,0.15,0.27,-2.85,0.29,0.02,0.38,0.271, , , , ,23.1412,36.9891,33.0403,44.4675,58.4963,32.5147,38.3973,41.6748,33.2819,50.2457,35.8205,31.2508, , , ,7.6254,8.7465,7.3209,8.2378,7.4149,6.7913,6.7628,6.8166,3.1718,3.0587,3.2807,3.335,6.6151, , , ,4.0636,22.9289,11.0818,31.5737, , , , , ,-49.1341,-13.2917,-8.9257,15.4583,11132000,21273000,24900000,34788000,25,253010,2530,108.0174,166.7513,148.7483,260.8813,644791488,850635328,1134032256,1893754112
TANH US Equity,TANTECH HOLDINGS LTD,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
TEDU US Equity,TARENA INTERNATIONAL INC-ADR,,,,,,,,,-0.44,0.66,1.69,1.33,-3.21,-2.94,-1.6,-3.07,27.0278,40.8387,25.6216,21.3061,23,19.4906,24.1333,25.5766,31.4508,30.3184,27.1937,31.5649,221.0165, , , ,11.017,6.071,8.7847,11.9905,13.4195,15.2629,15.3195,13.1212,13.4285,12.5783,10.7051,8.061,-0.1308,-13.6801,-26.4114,-41.8411, ,10.4549,11.8742,14.7592,14.4702,16.003,17.247, , , , , ,1.9331,-12.1904,-26.4732,-45.9859,-23435000,-12270000,4332000,5278000,45,451030,4510,82.1265,102.1831,110.7371,104.2144,719464256,563213824,906691840,1580738688
CBDY US Equity,TARGET GROUP INC,,,,,,,,,-11,-0.2,-0.291,-0.2844,0.011,-0.03,-0.04,0.0063, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-448.2318,-167.0771, , , , , , , , , , , , , , , , ,-84903, , , , , , ,453.7314, , , , , , , 
TGEN US Equity,TECOGEN INC/WALTHAM MA,,,,,,,,,0,-0.01,0,0.01,0,-0.03,-0.02,-0.18, , , , , , , , , ,35806.4531, ,2525.7251,1404.0255, , , ,-35.1848,-24.5257,-16.9895,-22.0845,-24.6324,-25.9621,-12.1399,-6.1826,-0.1686,0.4597,-0.1727,0.8342,0.8034,-0.646,-2.453,-17.5957,-50.0987,-35.1056,-23.5959,-28.7296,-31.702,-34.4473,-15.2133, , , , , ,0.0974,-1.3281,-3.2874,-18.7097, , , , , , , , , , , , , , , 
THQ US Equity,TEKLA HEALTHCARE OPPORTUNITI,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
THW US Equity,TEKLA WORLD HEALTHCARE FUND,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-43700000,-59929000,-35054000,-16659000,35,352010,3520,5.7682,11.9105,4.4623,6.6456,350873888,330192224,139630736,182370848
TDOC US Equity,TELADOC HEALTH INC,,,,,,,,,-0.3,-0.28,-0.55,-0.76,-0.39,-0.4,-0.34,-0.35, , , , , , , , , , , , , , , , , , , ,-39.313,-44.9203,-43.4077,-26.6475,-27.6694,-23.106,-21.4221,-15.1919,-16.4818,-15.8036,-12.3636,-8.5508,-6.9509, , , , , , ,-34.4782, , , , , ,-25.7162,-22.69,-15.8134,-12.3515,-18654000,-19846000,-29041000,-35231000,35,352010,3520,4.5583,5.3136,22.0876,15.628,115658104,138065536,50845536,162487056
TERP US Equity,TERRAFORM POWER INC - A,,,,,,,,,-0.37,0.08,-0.2848,-0.82,0.56,-0.13,-0.16,-0.07, , , , , , , , , , , , ,397.8347, ,1533.8645,32.1438,-4.1576,-2.6776,0.1434,-1.1518,-0.2935,-0.5191,-0.8049,-0.3717,-0.6766,-0.7938,-1.087,-0.6698,-1.0083,-0.8786,-0.4824,0.4499,-14.3108,-4.6619,-7.7225,-18.6293,-12.2749,-12.7841,-12.8307, , , , , ,-3.4314,-4.4549,-4.9896,0.713,-34490,-162562,-342050,-701037,35,351030,3510,5015.7666,1620.3726,1273.6882,512.2218, ,13834425,25150820,6325157
TXJK US Equity,TEXAS JACK OIL & GAS CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-8115000, , , ,45,452010,4520,90.5964, , , , , , , 
TNRG US Equity,THUNDER ENERGIES CORP,,,,,,,,,-0.01,-0.02,0,-0.0025,-0.01,0,0,-0.0014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8833000,3214000,-19534000, ,45,451030,4510,17.401,20.3111,28.232,24.4276,513050496,255180736,1026954880,226877616
TWM CN Equity,TIDEWATER MIDSTREAM AND INFR,,,,,,,,,0.02,0.01,0,0.0015,0.01,0.01,0,0.0402, , , , , ,20.1677,25.8622,31.4299,24.2788,22.2969,25.4736,36.7843,49.6553,34.6669,44.7514,66.79, , , , , , , , ,4.2335,4.244,3.5198,3.1103,2.8823,2.7484,3.0405,1.9533, , , , , , ,6.9399, , , , , ,2.2802,1.9047,1.7048,4.5448,422235008,1005347968,636526976, ,40,402030,4020,53.3705,15.4061,13.6419,18.385, ,7839926272,4397673984,2997838080
TGRR US Equity,TIGER REEF INC,,,,,,,,,0,-0.02, , , , , , , , , , , , , , , , , , , , , , , , , ,-85.0388,-121.1271, , ,-361.8813,-935.4769, , , , , , , , , , , , , , , , , , , , , , , ,361778720,2083462016,2645961984, ,40,402020,4020,55.3946,55.2635,60.4976,31.894,3586451968,8592372736,17358151680,4488728576
TMR CN Equity,TMAC RESOURCES INC,,,,,,,,,-0.03,0.01,-0.13,-0.1411,-0.16,-0.11,-0.04,-0.1204, , , , , , , , , , , , , , , , , , , ,-1.1731,-1.0658,-1.1276,-1.0593,-1.3486,-1.3947,-1.3679,-1.7993,-1.9419,-2.3599,-2.5785,-2.0769,-1.4648, , , ,-1.4791,-1.1354,-1.2049,-1.1669, , , , , ,-4.6321,-5.9755,-5.0581,-4.8405,4185451,-23344440, , ,15,151020,1510,39.8798,69.089, , ,48000000,20559430, , 
TCNT US Equity,TOUCAN INTERACTIVE CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-60149000,-52635000,-43839000,-51595000,35,352010,3520,10.574,7.517,25.8677,23.3989,171355344,86917512,127001288,184571744
