Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4
LENS US Equity,PRESBIA PLC,,,,,,,,,-0.32,-0.27,-0.28,-0.1829,-0.12,-0.13,-0.13, , , , , , , , , , , , , , , , , , , , , ,-65.805,-71.1122,-83.5029,-100.5185,-96.1986,-126.7618, , , , , , , , , , ,-65.8199,-71.1151,-83.4496, , , , , , , , , 
PSNP US Equity,PRESTON CORP/NV,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PMHG US Equity,PRIME MERIDIAN HOLDING CO,,,,,,,,,0.27,0.3,0.26,0.21,0.24,0.32,0.33,0.4, , , , , , , , ,14.7059,14.475,16.6087,21.8831,18.87,18.7983,19.7846,14.2481, , , , , , , , , , , , ,8.6887,7.5663,8.007,8.8039, , , , , , , , , , , , ,8.1474,7.0063,7.2865,8.2664
PRTHU US Equity,PRIORITY TECHNOLOGY HOLDINGS,,,,,,,,,-0.08,-0.03,0.064,-0.0057,-0.0624,-0.0679,-0.04,-0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.698,-2.1535,1.4754,3.4464, , , , , , , , , ,-31.9564,-31.5017,-31.3118,-0.1541,-0.3299, , 
PRN CN Equity,PROFOUND MEDICAL CORP,,,,,,,,,-0.0529,-0.0595,-0.0718, ,-0.0474,-0.0387,-0.0382,-0.0339, , , , , , , , , , , , , , , , , , , , , ,-66.5776,-85.9179,-76.6258,-93.5572,-137.9777,-110.7883, , , , ,-70.4394, , , , , ,-100.839,-146.187, , ,-36.0366,-42.4167,-48.0764, , , ,-101.8606
PRQR US Equity,PROQR THERAPEUTICS NV,,,,,,,,,-0.45,-0.47,-0.42,-0.39,-0.34,-0.23,-0.18,-0.33, , , , , , , , , , , , , , , , , , , , , , , , ,-58.7039,-67.8379,-76.1556,-78.7441,-93.5012,-104.6251,-46.0027,-49.1117, , , , , , , , ,-222.4836,-242.4975,-460.8014, ,-116.4254,-133.4552,-52.1356,-55.8475
PTGX US Equity,PROTAGONIST THERAPEUTICS INC,,,,,,,,,-0.84,-0.89,-0.29,-0.15,-0.36,-0.41,-0.38,-0.57, , , , , , , , , , , , , , , , , , , , , , , ,-68.9906,-77.7673,-117.2812,-58.6637,-36.0906,-33.2057,-30.2387,-32.8185,-35.1155, , , , , , , , , , , , ,-32.2054,-28.6925,-30.9262,-33.3901
PRTO US Equity,PROTEON THERAPEUTICS INC,,,,,,,,,-0.39,-0.33,-0.7003,-0.6956,-0.34,-0.28,-0.25,-0.27, , , , , , , , , , , , , , , , , ,-33.0827,-45.9738,-28.8588,-34.0573,-41.7471,-49.3175,-56.2464,-62.5929,-65.6187,-75.1783,-82.5983,-96.149,-105.8247,-66.6908,-76.9706, , , ,-29.3107,-34.3249,-41.9974,-49.1801, , , , , ,-177.1865,-211.7468,-260.9529, 
PTI US Equity,PROTEOSTASIS THERAPEUTICS IN,,,,,,,,,-0.6,-0.68,-0.56,-0.507,-0.32,-0.43,-0.5,-0.3611, , , , , , , , , , , , , , , , , , , , , , , , ,-83.6047,-128.5871,-87.053,-79.563,-86.6003,-100.2995,-150.7937,-68.6346, , , , , , , , , , , , ,-87.0328,-100.2558,-151.1304,-67.5206
PVBC US Equity,PROVIDENT BANCORP INC,,,,,,,,,0.2,0.17,0.3,0.19,0.22,0.26,0.22,0.31, , , , , , , ,25.8531,28.6056,29.9054,26.8445,24.581,24.2237,22.0904,26.1746,21.68, , , , ,3.6964,3.9599,4.4654,4.2126,5.3091,5.163,5.825,6.7721,6.8443,6.5958,6.1912,7.0689, , , , ,4.769,4.8561,5.4039, , , , , ,7.1496,7.6604,6.9404,7.7916
PULM US Equity,PULMATRIX INC,,,,,,,,,-2.1,-2.9,-2.2,-2.1604,-2.4,-1.3,-1,-0.865, , , , , , , , , , , , , , , , , , ,-116.7549,-108.9511,-166.477,-76.8318,-78.7174,-124.8905,-77.9715,-85.5587,-106.8233,-187.0923,-124.8866,-108.228,-140.3144,-185.4303, , , ,-110.795, ,-210.8443,-84.4858, , , , , ,-168.9629,-125.1112,-163.2879,-187.0979
PLSE US Equity,PULSE BIOSCIENCES INC,,,,,,,,,-0.2283,-0.4269,-0.5162,-0.5262,-0.5063,-0.5361,-0.6354,-0.51, , , , , , , , , , , , , , , , , , , , , , , , ,-56.2018,-55.0946,-50.8302,-72.1741,-91.2401,-115.8006,-96.4604,-67.4362, , , , , , , , , , , , ,-90.7157,-114.9188,-95.6172,-66.8483
PLFX US Equity,PULSE EVOLUTION CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PNAT US Equity,PURA NATURALS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PSTG US Equity,PURE STORAGE INC - CLASS A,,,,,,,,,-0.34,-0.31,-0.4,-0.21,-0.28,-0.28,-0.14,-0.07, , , , , , , , , , , , , , , , , , , ,-92.007, , , ,-52.3379, ,-66.0121,-46.0527,-46.9343,-47.3765,-49.8445,-40.7502,-31.509, , , , , , , , , , , , ,-47.3688,-49.4648,-40.1093,-30.3711
PCF CN Equity,PURPOSE ENERGY CREDIT FUND,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
QBIO US Equity,Q BIOMED INC,,,,,,,,,-0.37,-0.29,-0.37,-0.3581,-0.17,-0.14,-0.21,-0.1477, , , , , , , , , , , , , , , , , , , , , , , ,-1834.2161, ,-1557.4379,-1301.9608,-2526.0955,-760.0912,-806.2435,-1040.3767,-581.0449,-385.636,-238.465, , , , , , , , , , , , ,-24590.959, 
QTWO US Equity,Q2 HOLDINGS INC,,,,,,,,,-0.17,-0.19,-0.14,-0.13,-0.14,-0.2,-0.21,-0.27, , , , , , , , , , , , , , , , ,-19.3161,-19.4466,-20.7591,-25.359,-27.1727,-32.5632,-32.8775,-33.1714,-31.6824,-30.7515,-27.5893,-25.5663,-11.4407,-10.8629,-11.379,-13.2028,-20.3619,-19.9025,-20.9169,-25.4558,-27.2133,-32.6513,-32.992, , , , , ,-19.7246,-20.0871,-22.1265,-26.6622
QPAG US Equity,QPAGOS,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
QTNA US Equity,QUANTENNA COMMUNICATIONS INC,,,,,,,,,-0.03,0,0.08,0.92,-0.09,0.03,0.1,0.04, , , , , , , , , , ,420.25, , , , ,2306.3123, , , , , , , ,-1.7042, ,-0.6,2.192,21.3941,19.8163,19.3503,19.2139,1.1612, , , , , , , , , , ,112.7614,90.4302,20.4913,20.0646,19.925,1.5929
QSMG US Equity,QUEST MANAGEMENT INC/US,,,,,,,,,-0.0002,0,0,0.0001,0,0, , , , , , , , , , , , , , ,111.1111,40.7407, , , , , ,-768.7316,-564.0517,-205.9287,-206.8629, ,-988.5029,-721.5353,-278.4776,59.9068,275.5209,262.4184, , , , , ,-768.7316, , , , , , , , ,392.9732,368.9001, , 
QUOT US Equity,QUOTIENT TECHNOLOGY INC,,,,,,,,,-0.03,-0.06,-0.12,0.05,-0.12,-0.05,-0.08,-0.05, , , , , , , , , , , , , , , , ,-5.9115,-6.7938,-10.1341,-10.6546,-11.3023,-8.9729,-9.2412,-6.7823,-4.9593,-5.525,-4.971,-3.408,-4.9904,-4.2247,-3.0951,-3.9857,-4.9771,-5.8616,-9.234,-9.8566,-11.4825,-9.1428,-9.1807, , , , , ,-6.727,-6.2406,-5.38,-7.2785
RRR-U CN Equity,R&R REAL ESTATE INVESTMENT T,,,,,,,,,-0.021,0.041,0.015,-0.0808,0.032,0.078,0.045, , , , , , , , , , , , , , , , , ,-54.5968,-55.324, ,-108.6573,-67.1278,-75.9762, ,-5.8906,-8.3006,-12.5607,-10.8911,-3.7183,-0.535,4.257,5.1246, ,-278.1793,-273.7782, , ,116.5934,96.0963, , , , , , ,3.9603,20.5503,22.1685, 
RARX US Equity,RA PHARMACEUTICALS INC,,,,,,,,,-0.5,-0.56,-0.68,-0.67,-0.61,-0.49,-0.51,-0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-55.7042,-66.2854,-79.454,-47.8236, , , , , , , , , , , , ,-55.2673,-65.5796,-78.3741,-47.0087
RNDB US Equity,RANDOLPH BANCORP INC,,,,,,,,,-0.08,-0.03,0.01,-0.28,-0.13,-0.18,-0.03,-0.04, , , , , , , , , ,224.2374, , , , , ,550.0699, , , , , , , , ,0.3161,-0.4866,-0.4197,-1.1075,-1.5792,-2.2148,-2.0115,-0.7967, , , , , , , , , , , , ,-2.9306,-4.0145,-4.2598,-2.6178
RPD US Equity,RAPID7 INC,,,,,,,,,-0.25,-0.27,-0.24,-0.3,-0.36,-0.31,-0.25,-0.27, , , , , , , , , , , , , , , , , , , ,-188.9558,-311.6079,-93.0289,-118.7815,-87.3625,-87.5047,-96.3211,-104.6948,-132.8,-91.3435,-102.399,-37.0004,-40.3468, , , , , ,-134.0683,-120.5386, , , , , ,-91.7632,-103.6421,-88.941,-99.6573
RASP US Equity,RASNA THERAPEUTICS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RETA US Equity,REATA PHARMACEUTICALS INC-A,,,,,,,,,-0.32,-0.52,-0.5,-0.64,0.16,-1.08,-1.07,-0.86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RECP CN Equity,RECIPE UNLIMITED CORP,,,,,,,,,0.73,0.29,0.35,0.4665,0.36,0.31,0.38,0.1457, , , ,15.1954,12.3019,13.9669,14.5051,20.2314,15.9099,14.1375,13.1485,13.7935,19.2096,18.8867,18.8451,18.8332, , , ,48.4222,45.6359,43.2208,18.4511,10.5732,15.4189,14.7236,10.6229,10.7675,8.7795,9.1437,9.0747,7.9085, , , , , ,55.3065,30.0973, ,-180.8023,-188.7865,-138.5025,-112.9136,16.4992,16.493,16.9591,13.4991
REPH US Equity,RECRO PHARMA INC,,,,,,,,,-0.42,-0.46,-0.48,-1.2594,-0.65,-0.62,-0.64,-1.92, , , ,19.1385,11.9525, , , , , , , , , , , ,-67.6901,-28.8244,-19.6331,14.9131,13.3403,-2.6706,-7.8939,-31.9725,-37.151,-41.6276,-47.8677,-47.5594,-54.5701,-60.7756,-73.2457,-115.122,-67.6493,-65.7538,-43.8099,10.233,2.5033,-25.8229,-26.5793, ,-460.7133,-741.9619, , ,-122.4417,-143.1328,-197.8227, 
RRR US Equity,RED ROCK RESORTS INC-CLASS A,,,,,,,,,0.3,-0.38,0.17,0.43,0.74,1.2,0.21,0.13, , , , , , , , ,29.7167,18.3381,15.5886,20.5208,15.4032,20.9317,17.2618,13.7029, , , , , , , ,9.8413,9.1917,6.1687,5.2769,4.7826,5.3793,9.8871,9.2569,9.731, , , , , , , , ,-33.1329,-31.9534,-37.512, ,16.7971,41.5779,41.4743,35.0734
RGNX US Equity,REGENXBIO INC,,,,,,,,,-0.82,-0.47,-0.67,-0.51,3.3,0.33,-0.56,0.12, , , , , , , , , , , , ,21.6314,33.3731,33.3277,14.5388, , , , , ,-27.669,-24.7342,-33.9335,-35.9392,-37.1792,-41.8439,-43.4697,19.4001,26.1654,20.0175,25.1775, , , , , ,-27.0549,-24.1457, , , , , ,20.7181,29.5433,23.1256,28.8887
RGNP US Equity,REIGN SAPPHIRE CORP,,,,,,,,,-0.01,-0.02,-0.03,-0.0224,-0.01,0,-0.01,-0.0162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NUUU US Equity,REJUVEL BIO-SCIENCES INC,,,,,,,,, , , , , , , , ,155.7565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RELI US Equity,RELIANCE GLOBAL GROUP INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RLMD US Equity,RELMADA THERAPEUTICS INC,,,,,,,,,-0.14,-0.09,-0.16,-0.134,-0.08,-0.11,-0.26,-0.2668, , , , ,4.5581,5.4945,2.9471, , , , , , , , , , , , , , ,-225.8439,-275.9769,-198.7327,-134.4922,-107.2049,-128.1018,-152.2709,-168.9495,-225.5702,-2528.1404, , , , , , ,70.6982,100.5658, , , , , ,-159.9099,-223.2768, , 
RESN US Equity,RESONANT INC,,,,,,,,,-0.37,-0.29,-0.28,-0.48,-0.28,-0.22,-0.23,-0.25, , , , , , , , , , , , , , , , ,-266.6895,-63.7355,-71.8091,-91.9988,-126.3642,-130.757,-109.1211,-1735.1506,-192.6566,-215.7583,-128.0148,-250.2397,-85.917,-103.1065,-115.0742,-115.7104, ,-57.077,-65.4733,-91.8329,-126.1856,-130.6305,-109.0418, , , , , ,-92.8316,-110.4312,-121.7849,-113.976
RSSV US Equity,RESORT SAVERS INC,,,,,,,,,0,-0.03,0,-0.0003, ,0, , , , , , , , ,26.3078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.4996,-13.5886, , , , , , , , , , 
RVNC US Equity,REVANCE THERAPEUTICS INC,,,,,,,,,-0.94,-0.9,-1.01,-1.14,-0.97,-0.94,-0.91,-1.12, , , , , , , , , , , , , , , , ,-43.8151,-33.0865,-37.8907,-33.3821,-38.2597,-45.7689,-47.9445,-40.5488,-45.4214,-51.5583,-63.8529,-53.3978,-61.4113,-73.3823,-85.3949,-69.6465,-46.9909,-34.7754,-39.7214,-34.205,-38.9508,-47.0406,-49.2971, , , , , ,-61.8658,-73.4825,-85.0565,-68.7953
RWLK US Equity,REWALK ROBOTICS LTD,,,,,,,,,-9.75,-9.25,-6.75,-6.25,-5.25,-4.5,-3.25,-2.5, , , , , , , , , , , , , , , , , ,-155.525,-60.0883,-78.0967,-65.0318,-97.1196,-141.1863,-131.1478,-97.0238,-117.9151,-155.0002,-92.6147,-137.9477,-143.7427,-175.2139,-117.5852, , ,-60.743,-78.4741,-75.412,-120.4247,-193.9951, , , , , , , , ,-463.2119
RHC CN Equity,RHC CAPITAL CORP,,,,,,,,,0,-0.0022,0,-0.0032, , , , , , , , , , , , , , , , , , , , , , , , ,-154.2133,-130.4422,-180.185,-63.1813,-59.2863,-58.0689,-38.6137,-29.8049, , , , , , , , ,-100.0929,-123.4352,-205.3026, , , , , , , , , 
RLY CN Equity,RILEY RESOURCES CORP,,,,,,,,,0,0,0,-0.0018,0,0,0, , , , , , , , , , , , , , , , , , , , , ,-6.5423,-8.463,-9.507,-11.1514,-8.2024,-9.2701,-9.957,-13.0057,-11.044,-10.5428,-13.3421, , , , , ,-6.7642,-8.6972,-9.744, , , , , ,-11.5027,-11.0191,-14.2024, 
RTTR US Equity,RITTER PHARMACEUTICALS INC,,,,,,,,,-1.4,-1.4,-1.4,-1.1038,-0.41,-0.71,-0.86,-1.5703, , , , , , , , , , , , , , , , , , , ,-108.1666,-162.6066,-99.4304,-128.5495,-196.1352,-231.3843,-265.3913,-431.5621,-65.1198,-78.3258,-110.2135,-215.1443,-114.9953, , , , , ,-98.6769,-127.7047, , , , , ,-140.5427,-189.0663,-375.2599,-238.0066
OPP US Equity,RIVERNRTH/DOUBLELNE STR OPP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RCKT US Equity,ROCKET PHARMACEUTICALS INC,,,,,,,,,-0.39,-1.96,-3.96,-0.7155,-0.42,-0.4,-0.4, , , , , , , , , , , , , , , , , , , , , ,-62.9777,-56.9106,-20.6815,-36.5637,-32.9956,-29.293,-21.7438,-15.8743,-18.1695,-26.884,-34.8346, , , , , ,-115.0022,-104.3353,-23.9318, , , , , ,-25.9329,-39.7966,-53.4878, 
RMLS US Equity,ROMULUS CORP,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-65.9051,-55.7838,-85.0866, , , , , 
ROSEU US Equity,ROSEHILL RESOURCES INC,,,,,,,,,0.75,-0.08,-0.08,-0.7455,-0.22,0.2282,-4.76,3.72, , , , , , , , , , , ,9.1455,2.1745,1.4464,0.6911,3.7552, , , , , , , , ,-9.2141,-7.0867,-8.7058,1.8121,5.1623,13.5259,5.7493,6.326, , , , , , , , ,-123.2409,-140.4297,-122.2101,-91.5445,-16.4911,-4.0571,-22.4884,46.9974
RUBI US Equity,RUBICON PROJECT INC/THE,,,,,,,,,-0.33,-0.24,-2.11,-0.48,-0.56,-0.36,-0.27,-0.04, , , , ,127.9548,36.8779,16.2994,35.46, , , , , , , , ,-24.8538,-14.4895,-12.6485,-0.2587,3.8736,7.0698,9.1748,-6.1164,-12.2463,-15.6414,-61.3337,-66.8197,-77.2696,-84.979,-56.3246,-44.9466, ,-12.8633,-11.3727,0.2074,3.6057,6.6376,8.8257, , , , , ,-77.1688,-84.3534,-55.2463,-43.7486
RYI US Equity,RYERSON HOLDING CORP,,,,,,,,,0.4,0.02,0.05,0,0.28,0.47,2.08,0.01, , , , , , ,40.3885,15.6747,10.1033,8.7555,12.6246,12.1008,7.7009,8.7667,2.7171,1.4648,3.7405,5.1671,7.7454,3.1638,3.427,2.8509,3.5833,9.4401,10.1926,9.1539,8.4419,8.6943,8.3136,9.0966,8.7323,10.2756, , , , , , , , ,-106.6283,-119.234,-111.7814,-100.2445, , , , 
SABR US Equity,SABRE CORP,,,,,,,,,0.28,-0.02,0.33,0.3,0.32,0.33,0.26,0.31,39.0943,32.9579,26.5763,28.1719,26.0463,22.6733,32.0573,26.6025,23.3546,24.2052,18.7304,20.6506,20.6351,22.1776,22.8131,18.7122,9.7303,11.1261,11.4616,8.4075,9.0759,9.461,8.9325,8.6029,8.3541,6.5782,7.5129,8.1855,7.9442,10.5324,9.9464,10.9546, ,179.0345,175.4954,192.5919,94.7656,94.8502,57.4337, , , , , ,33.7896,46.4293,42.6171,40.6574
SAGE US Equity,SAGE THERAPEUTICS INC,,,,,,,,,-1.52,-1.88,-1.97,-1.75,-1.68,-0.36,-2.63,-3.38, , , , , , , , , , , , , , , , ,-55.8546,-47.986,-47.2544,-63.8684,-54.9154,-49.7493,-43.1471,-58.9258,-61.501,-85.8112,-84.1383,-64.4776,-42.3518,-36.1986,-49.7339,-58.048, , ,-47.3043,-63.9387,-54.9057,-49.6722,-43.0334, , , , , ,-41.7994,-35.0828,-47.7747,-55.7186
SC US Equity,SANTANDER CONSUMER USA HOLDI,,,,,,,,,0.4,0.74,0.55,1.6,0.67,0.93,0.64,0.29,8.8659,8.6973,6.6732,6.8319,4.6716,5.1254,6.3501,6.3234,6.9395,6.8255,8.2634,9.5195,7.3226,7.9344,8.0289,6.9802,11.3524,11.2248,11.1333,10.8204,10.132,9.3992,9.0437,8.7982,8.3495,8.1865,8.091,9.1908,8.8869,8.4613,8.509,7.3882,27.5554,27.8547,28.561,20.6293,18.7178,15.2219,14.4672, , , , , ,21.1279,21.2655,21.285,13.5453
BEUT US Equity,SCIENCE TO CONSUMERS INC,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
SCYX US Equity,SCYNEXIS INC,,,,,,,,,-0.252,-0.1627,-0.31,-0.2113,-0.12,-0.23,0.01,0.0403, , , , , , , , , , , , , , , , , ,-41.5883,-54.2019,-75.2113,-94.8039,-62.2851,-65.9697,-62.7932,-65.0907,-54.7313,-52.57,-47.5241,-53.9118,-66.8925,-67.271,-42.1698, ,-47.3205,-63.4313,-86.5588,-106.9876,-63.6979,-84.0161, , , , , ,-64.4245,-100.4243,-74.2651,-47.3753
EYES US Equity,SECOND SIGHT MEDICAL PRODUCT,,,,,,,,,-0.16,-0.12,-0.12,-0.13,-0.17,-0.12,-0.12,-0.12, , , , , , , , , , , , , , , , ,-139.2277,-133.6866,-152.0133,-73.019,-90.0822,-87.0767,-125.4725,-211.3855,-173.3577,-141.4299,-187.3458,-299.1672,-220.7452,-249.9904,-397.7294,-626.7167, , , ,-72.9527,-90.0022,-87.0618,-125.4149, , , , , ,-220.2538,-251.225,-399.0157,-640.0511
SCWX US Equity,SECUREWORKS CORP - A,,,,,,,,,-0.17,-0.15,-0.1,-0.09,-0.17,-0.13,-0.12,0.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-5.8393,-5.5633,-5.7747,-1.0793, , , , , , , , , , , , ,-5.7242,-5.5452,-5.8512,-1.4646
SELB US Equity,SELECTA BIOSCIENCES INC,,,,,,,,,-0.82,-0.85,-0.66,-0.88,-0.71,-0.84,-0.71,-0.65, , , , , , , , , , , , , , , , , , , , , , , ,-70.5273,-109.2956,-61.8244,-72.0582,-91.9825,-113.2882,-101.665,-119.199,-146.5565, , , , , , , , , , , , ,-159.8486,-134.5203,-187.0878, 
SMLR US Equity,SEMLER SCIENTIFIC INC,,,,,,,,,-0.17,-0.16,-0.01,0.05,0.12,0.24,0.24,0.22, , , , , , , , , , , , , ,46.8182,67.1698,52.9231,-84.0056,-106.8846,-204.9008,-382.6818,-333.8532,-744.3903, , , , , , , ,374.3623,247.035,658.9429,-106.345,-141.441,-213.279, , , , , , , , , , , , , 
SNES US Equity,SENESTECH INC,,,,,,,,,-0.34,-0.35,-0.28,-1.12,-0.16,-0.25,-0.14,-0.1117, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-287.8846,-346.3906,-315.4669,-157.4706, , , , , , , , , , , , ,-306.9917,-388.5043,-355.8463,-176.9442
SENS US Equity,SENSEONICS HOLDINGS INC,,,,,,,,,-0.14,-0.12,-0.13,-0.1184,-0.16,-0.23,-0.18,-0.0412, , , , , , , , , , , , , , , , , , , , , , , ,-600.2616,-236.1048,-137.1905,-155.9641,-249.7293,-247.1117,-73.6195,-91.8417,-115.6103, , , , , , , , , , , , , ,-150.1953,-208.2343,-239.3312
MCRB US Equity,SERES THERAPEUTICS INC,,,,,,,,,-0.63,-0.69,-0.17,-0.7142,-0.69,-0.68,-0.54,-0.5207, , , , , , , , , , , , , , , , , , , ,-34.565,-45.1566,-61.8672,-46.034,-54.6693,-65.2549,-77.1697,-72.4361,-93.8186,-153.2521,-248.7503,-344.3944,-1579.7946, , , , , ,-62.4233,-45.6884, , , , , ,-151.1697, , , 
SERV US Equity,SERVICEMASTER GLOBAL HOLDING,,,,,,,,,0.28,0.64,0.6,2.26,0.3,0.71,0.52,-1.83,27.7238,27.7269,22.1455,25.109,23.6995,23.3699,19.3901,19.7281,21.9144,20.685,22.6392,29.6596,27.8108,30.8062,33.6248,19.0215,7.5887,8.1603,9.1314,8.8271,8.9446,7.0482,7.0391,8.1201,8.0512,9.9512,10.0779,15.3409,15.5057,15.5401,15.0888,-2.4994, , ,38.4888,35.6195,34.8178,22.6592,24.5039, , , , , ,53.0909,50,45.0989,-2.4325
SFBS US Equity,SERVISFIRST BANCSHARES INC,,,,,,,,,0.43,0.46,0.48,0.4,0.61,0.63,0.65,0.68,15.5472,17.0623,18.2797,19.5442,16.7547,17.5142,17.3612,24.5508,23.246,22.2229,22.3276,23.1784,20.716,19.4958,16.9447,12.5968,9.5507,9.7714,10.4207,9.6583,8.9643,9.6731,10.7465,10.3811,9.6416,10.6801,11.6889,11.7781,11.9864,13.3066,14.4515,14.8641,14.1771,14.8856,14.9159,14.8197,15.448,17.33,17.6875, , , , , ,17.6046,18.4531,19.1991,20.742
SESN US Equity,SESEN BIO INC,,,,,,,,,-0.25,-0.3,-0.37,-0.2151,-0.11,-0.16,-0.18,-0.0867, , , , , , , ,12.2651,7.2117,3.995, , , , , , ,-73.1222,-70.437,-84.9045,-86.8254,-129.4867,-113.2314,-9.146,7.0002,14.4836,14.908,-89.8046,-102.6699,-94.905,-63.6454,-100.5212,-109.3869,-86.6866,-85.0268,-108.8453,-119.9641,-160.7136,-157.1119,-13.998, , , , , ,-94.8893,-63.5139,-99.2662,-108.2663
VII CN Equity,SEVEN GENERATIONS ENERGY - A,,,,,,,,,0.61,0.5,0.24,0.2342,0.06,-0.07,0.54,0.6832,24.9044,30.3946,70.2883, , ,10916.335,91.7045,48.1414,46.1447,36.4179,22.7527,15.1667,14.2617,12.4642,9.7964,10.0355,8.026,4.6128,3.4276,-6.7555,-2.8168,-3.5855,-3.7557,-0.6791,2.4266,6.8942,7.4768,9.8349,6.8778,4.4974,5.7717,8.6331,4.5237,-0.4056,-6.5546,-10.1307,1.6642,-0.0822,1.7517, ,-73.3957,-102.3549,-119.608, ,8.657,3.8134,6.1302,9.4602
SHAK US Equity,SHAKE SHACK INC - CLASS A,,,,,,,,,0.09,0.19,0.19,-0.4738,0.13,0.27,0.17,-0.03, , , , ,102.3026,89.8818,76.9009,80.5816,69.6027,65.8576,58.0829,94.9324,75.7882,111.1039,92.4629,67.7718, , ,-1.1868,3.3421,12.71,12.8567,11.7967,13.3216,11.2167,11.4786,11.4469,10.752,9.1557,10.3819,9.4866,10.1077, , ,-13.6945,-15.5032,4.7901,6.2534,7.137, ,-73.479,-38.1495,-37.4774, ,0.5369,1.9549,1.8325,7.6746
SHLX US Equity,SHELL MIDSTREAM PARTNERS LP,,,,,,,,,0.33,0.29,0.31,0.3506,0.18,0.35,0.5,0.45, ,47.4249,33.7803,36.0661,27.2961,23.1438,23.4161,21.9206,24.8484,24.4935,21.9721,23.2804,18.6134,18.6245,15.4826,11.1785,30.0788,40.6902,75.4524,30.5223,33.535,35.7728,40.7574,23.7035,29.4152,25.9503,27.1777,19.2887,18.9835,15.1815,16.7187,13.6257,27.9681,32.9869,67.5281,52.4002,39.2567,61.0762,99.6752, , , , , ,82.8215, , , 
TYHT US Equity,SHINECO INC,,,,,,,,,0.07,0.14,0.09,0.1036,0.06,0.17,0.21,-0.0838, , , , , , , , ,27.3285,11.5225,12.7845,7.4579,6.5803,5.4297,2.9801,3.6869, , , , , , , , ,11.1243,9.45,9.4672,10.6931,9.667,10.3657,12.6014,9.5294, , , , , , , , ,-50.5339,-48.6079,-55.1179,-64.5258,13.7527,14.4091,17.1932,11.3264
